condition_status,year,race,bmi,wtgain,counts,condition
None checked,2021,Asian,Normal 18.5-24.9,Less than 11 pounds,2755,risk_factors_checked
None checked,2021,Asian,Normal 18.5-24.9,11 to 20 pounds,13322,risk_factors_checked
None checked,2021,Asian,Normal 18.5-24.9,21 to 30 pounds,30964,risk_factors_checked
None checked,2021,Asian,Normal 18.5-24.9,31 to 40 pounds,25288,risk_factors_checked
None checked,2021,Asian,Normal 18.5-24.9,41 to 98 pounds,12494,risk_factors_checked
None checked,2021,Asian,Normal 18.5-24.9,Unknown or Not Stated,623,risk_factors_checked
None checked,2021,Asian,Overweight 25.0-29.9,Less than 11 pounds,3279,risk_factors_checked
None checked,2021,Asian,Overweight 25.0-29.9,11 to 20 pounds,7565,risk_factors_checked
None checked,2021,Asian,Overweight 25.0-29.9,21 to 30 pounds,10432,risk_factors_checked
None checked,2021,Asian,Overweight 25.0-29.9,31 to 40 pounds,6998,risk_factors_checked
None checked,2021,Asian,Overweight 25.0-29.9,41 to 98 pounds,4069,risk_factors_checked
None checked,2021,Asian,Overweight 25.0-29.9,Unknown or Not Stated,295,risk_factors_checked
None checked,2021,Asian,Obesity I 30.0-34.9,Less than 11 pounds,1763,risk_factors_checked
None checked,2021,Asian,Obesity I 30.0-34.9,11 to 20 pounds,2820,risk_factors_checked
None checked,2021,Asian,Obesity I 30.0-34.9,21 to 30 pounds,2883,risk_factors_checked
None checked,2021,Asian,Obesity I 30.0-34.9,31 to 40 pounds,1588,risk_factors_checked
None checked,2021,Asian,Obesity I 30.0-34.9,41 to 98 pounds,947,risk_factors_checked
None checked,2021,Asian,Obesity I 30.0-34.9,Unknown or Not Stated,103,risk_factors_checked
None checked,2021,Asian,Obesity II 35.0-39.9,Less than 11 pounds,583,risk_factors_checked
None checked,2021,Asian,Obesity II 35.0-39.9,11 to 20 pounds,706,risk_factors_checked
None checked,2021,Asian,Obesity II 35.0-39.9,21 to 30 pounds,649,risk_factors_checked
None checked,2021,Asian,Obesity II 35.0-39.9,31 to 40 pounds,318,risk_factors_checked
None checked,2021,Asian,Obesity II 35.0-39.9,41 to 98 pounds,189,risk_factors_checked
None checked,2021,Asian,Obesity II 35.0-39.9,Unknown or Not Stated,27,risk_factors_checked
None checked,2021,Asian,Extreme Obesity III > 39.9,Less than 11 pounds,188,risk_factors_checked
None checked,2021,Asian,Extreme Obesity III > 39.9,11 to 20 pounds,209,risk_factors_checked
None checked,2021,Asian,Extreme Obesity III > 39.9,21 to 30 pounds,153,risk_factors_checked
None checked,2021,Asian,Extreme Obesity III > 39.9,31 to 40 pounds,65,risk_factors_checked
None checked,2021,Asian,Extreme Obesity III > 39.9,41 to 98 pounds,55,risk_factors_checked
None checked,2021,Asian,Extreme Obesity III > 39.9,Unknown or Not Stated,19,risk_factors_checked
None checked,2021,Asian,Unknown or Not Stated,Less than 11 pounds,31,risk_factors_checked
None checked,2021,Asian,Unknown or Not Stated,11 to 20 pounds,74,risk_factors_checked
None checked,2021,Asian,Unknown or Not Stated,21 to 30 pounds,100,risk_factors_checked
None checked,2021,Asian,Unknown or Not Stated,31 to 40 pounds,78,risk_factors_checked
None checked,2021,Asian,Unknown or Not Stated,41 to 98 pounds,30,risk_factors_checked
None checked,2021,Asian,Unknown or Not Stated,Unknown or Not Stated,2726,risk_factors_checked
None checked,2021,Black or African American,Underweight <18.5,Less than 11 pounds,399,risk_factors_checked
None checked,2021,Black or African American,Underweight <18.5,11 to 20 pounds,1724,risk_factors_checked
None checked,2021,Black or African American,Underweight <18.5,21 to 30 pounds,3502,risk_factors_checked
None checked,2021,Black or African American,Underweight <18.5,31 to 40 pounds,3087,risk_factors_checked
None checked,2021,Black or African American,Underweight <18.5,41 to 98 pounds,3074,risk_factors_checked
None checked,2021,Black or African American,Underweight <18.5,Unknown or Not Stated,78,risk_factors_checked
None checked,2021,Black or African American,Normal 18.5-24.9,Less than 11 pounds,7181,risk_factors_checked
None checked,2021,Black or African American,Normal 18.5-24.9,11 to 20 pounds,20189,risk_factors_checked
None checked,2021,Black or African American,Normal 18.5-24.9,21 to 30 pounds,33688,risk_factors_checked
None checked,2021,Black or African American,Normal 18.5-24.9,31 to 40 pounds,29859,risk_factors_checked
None checked,2021,Black or African American,Normal 18.5-24.9,41 to 98 pounds,31389,risk_factors_checked
None checked,2021,Black or African American,Normal 18.5-24.9,Unknown or Not Stated,957,risk_factors_checked
None checked,2021,Black or African American,Overweight 25.0-29.9,Less than 11 pounds,11158,risk_factors_checked
None checked,2021,Black or African American,Overweight 25.0-29.9,11 to 20 pounds,20177,risk_factors_checked
None checked,2021,Black or African American,Overweight 25.0-29.9,21 to 30 pounds,25775,risk_factors_checked
None checked,2021,Black or African American,Overweight 25.0-29.9,31 to 40 pounds,19699,risk_factors_checked
None checked,2021,Black or African American,Overweight 25.0-29.9,41 to 98 pounds,21050,risk_factors_checked
None checked,2021,Black or African American,Overweight 25.0-29.9,Unknown or Not Stated,914,risk_factors_checked
None checked,2021,Black or African American,Obesity I 30.0-34.9,Less than 11 pounds,11038,risk_factors_checked
None checked,2021,Black or African American,Obesity I 30.0-34.9,11 to 20 pounds,14618,risk_factors_checked
None checked,2021,Black or African American,Obesity I 30.0-34.9,21 to 30 pounds,15389,risk_factors_checked
None checked,2021,Black or African American,Obesity I 30.0-34.9,31 to 40 pounds,10626,risk_factors_checked
None checked,2021,Black or African American,Obesity I 30.0-34.9,41 to 98 pounds,10264,risk_factors_checked
None checked,2021,Black or African American,Obesity I 30.0-34.9,Unknown or Not Stated,733,risk_factors_checked
None checked,2021,Black or African American,Obesity II 35.0-39.9,Less than 11 pounds,7721,risk_factors_checked
None checked,2021,Black or African American,Obesity II 35.0-39.9,11 to 20 pounds,7617,risk_factors_checked
None checked,2021,Black or African American,Obesity II 35.0-39.9,21 to 30 pounds,6893,risk_factors_checked
None checked,2021,Black or African American,Obesity II 35.0-39.9,31 to 40 pounds,4265,risk_factors_checked
None checked,2021,Black or African American,Obesity II 35.0-39.9,41 to 98 pounds,4049,risk_factors_checked
None checked,2021,Black or African American,Obesity II 35.0-39.9,Unknown or Not Stated,600,risk_factors_checked
None checked,2021,Black or African American,Extreme Obesity III > 39.9,Less than 11 pounds,6868,risk_factors_checked
None checked,2021,Black or African American,Extreme Obesity III > 39.9,11 to 20 pounds,5205,risk_factors_checked
None checked,2021,Black or African American,Extreme Obesity III > 39.9,21 to 30 pounds,4230,risk_factors_checked
None checked,2021,Black or African American,Extreme Obesity III > 39.9,31 to 40 pounds,2378,risk_factors_checked
None checked,2021,Black or African American,Extreme Obesity III > 39.9,41 to 98 pounds,2232,risk_factors_checked
None checked,2021,Black or African American,Extreme Obesity III > 39.9,Unknown or Not Stated,830,risk_factors_checked
None checked,2021,Black or African American,Unknown or Not Stated,Less than 11 pounds,130,risk_factors_checked
None checked,2021,Black or African American,Unknown or Not Stated,11 to 20 pounds,156,risk_factors_checked
None checked,2021,Black or African American,Unknown or Not Stated,21 to 30 pounds,193,risk_factors_checked
None checked,2021,Black or African American,Unknown or Not Stated,31 to 40 pounds,117,risk_factors_checked
None checked,2021,Black or African American,Unknown or Not Stated,41 to 98 pounds,128,risk_factors_checked
None checked,2021,Black or African American,Unknown or Not Stated,Unknown or Not Stated,8279,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Underweight <18.5,11 to 20 pounds,23,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Underweight <18.5,21 to 30 pounds,54,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Underweight <18.5,31 to 40 pounds,37,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Underweight <18.5,41 to 98 pounds,33,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,Less than 11 pounds,211,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,11 to 20 pounds,370,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,21 to 30 pounds,636,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,31 to 40 pounds,497,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,41 to 98 pounds,540,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,Unknown or Not Stated,35,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,Less than 11 pounds,383,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,11 to 20 pounds,435,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,21 to 30 pounds,530,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,31 to 40 pounds,422,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,41 to 98 pounds,515,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,Unknown or Not Stated,39,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,Less than 11 pounds,358,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,11 to 20 pounds,342,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,21 to 30 pounds,377,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,31 to 40 pounds,217,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,41 to 98 pounds,299,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,Unknown or Not Stated,27,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,Less than 11 pounds,241,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,11 to 20 pounds,186,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,21 to 30 pounds,185,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,31 to 40 pounds,122,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,41 to 98 pounds,128,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,Unknown or Not Stated,24,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,Less than 11 pounds,172,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,11 to 20 pounds,119,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,21 to 30 pounds,97,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,31 to 40 pounds,55,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,41 to 98 pounds,64,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,Unknown or Not Stated,13,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Unknown or Not Stated,Less than 11 pounds,12,risk_factors_checked
None checked,2021,Native Hawaiian or Other Pacific Islander,Unknown or Not Stated,Unknown or Not Stated,499,risk_factors_checked
None checked,2021,White,Underweight <18.5,Less than 11 pounds,1030,risk_factors_checked
None checked,2021,White,Underweight <18.5,11 to 20 pounds,6144,risk_factors_checked
None checked,2021,White,Underweight <18.5,21 to 30 pounds,16562,risk_factors_checked
None checked,2021,White,Underweight <18.5,31 to 40 pounds,15566,risk_factors_checked
None checked,2021,White,Underweight <18.5,41 to 98 pounds,13510,risk_factors_checked
None checked,2021,White,Underweight <18.5,Unknown or Not Stated,416,risk_factors_checked
None checked,2021,White,Normal 18.5-24.9,Less than 11 pounds,22559,risk_factors_checked
None checked,2021,White,Normal 18.5-24.9,11 to 20 pounds,97543,risk_factors_checked
None checked,2021,White,Normal 18.5-24.9,21 to 30 pounds,244218,risk_factors_checked
None checked,2021,White,Normal 18.5-24.9,31 to 40 pounds,240876,risk_factors_checked
None checked,2021,White,Normal 18.5-24.9,41 to 98 pounds,189776,risk_factors_checked
None checked,2021,White,Normal 18.5-24.9,Unknown or Not Stated,6354,risk_factors_checked
None checked,2021,White,Overweight 25.0-29.9,Less than 11 pounds,36285,risk_factors_checked
None checked,2021,White,Overweight 25.0-29.9,11 to 20 pounds,87528,risk_factors_checked
None checked,2021,White,Overweight 25.0-29.9,21 to 30 pounds,139516,risk_factors_checked
None checked,2021,White,Overweight 25.0-29.9,31 to 40 pounds,117954,risk_factors_checked
None checked,2021,White,Overweight 25.0-29.9,41 to 98 pounds,108774,risk_factors_checked
None checked,2021,White,Overweight 25.0-29.9,Unknown or Not Stated,3800,risk_factors_checked
None checked,2021,White,Obesity I 30.0-34.9,Less than 11 pounds,36612,risk_factors_checked
None checked,2021,White,Obesity I 30.0-34.9,11 to 20 pounds,58146,risk_factors_checked
None checked,2021,White,Obesity I 30.0-34.9,21 to 30 pounds,67550,risk_factors_checked
None checked,2021,White,Obesity I 30.0-34.9,31 to 40 pounds,47098,risk_factors_checked
None checked,2021,White,Obesity I 30.0-34.9,41 to 98 pounds,41390,risk_factors_checked
None checked,2021,White,Obesity I 30.0-34.9,Unknown or Not Stated,2498,risk_factors_checked
None checked,2021,White,Obesity II 35.0-39.9,Less than 11 pounds,24858,risk_factors_checked
None checked,2021,White,Obesity II 35.0-39.9,11 to 20 pounds,28110,risk_factors_checked
None checked,2021,White,Obesity II 35.0-39.9,21 to 30 pounds,26431,risk_factors_checked
None checked,2021,White,Obesity II 35.0-39.9,31 to 40 pounds,15951,risk_factors_checked
