"""Notes""","""State of Residence""","""State of Residence Code""","""Year""","""Year Code""","""Number of Previous Cesareans""","""Number of Previous Cesareans Code""","Births"
NA,"""Oregon""","""41""","""2021""","""2021""","""2 previous cesareans""","""2""",1058
NA,"""Oregon""","""41""","""2021""","""2021""","""3 previous cesareans""","""3""",301
NA,"""Oregon""","""41""","""2021""","""2021""","""4 or more previous cesareans""","""4""",104
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""0 previous cesareans""","""0""",119312
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""1 previous cesareans""","""1""",14303
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""2 previous cesareans""","""2""",4306
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""3 previous cesareans""","""3""",1140
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""4 or more previous cesareans""","""4""",234
NA,"""Pennsylvania""","""42""","""2016""","""2016""","""Unknown or Not Stated""","""99""",114
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""0 previous cesareans""","""0""",117648
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""1 previous cesareans""","""1""",14259
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""2 previous cesareans""","""2""",4401
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""3 previous cesareans""","""3""",1101
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""4 or more previous cesareans""","""4""",281
NA,"""Pennsylvania""","""42""","""2017""","""2017""","""Unknown or Not Stated""","""99""",55
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""0 previous cesareans""","""0""",115832
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""1 previous cesareans""","""1""",14030
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""2 previous cesareans""","""2""",4367
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""3 previous cesareans""","""3""",1093
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""4 or more previous cesareans""","""4""",281
NA,"""Pennsylvania""","""42""","""2018""","""2018""","""Unknown or Not Stated""","""99""",70
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""0 previous cesareans""","""0""",114298
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""1 previous cesareans""","""1""",14224
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""2 previous cesareans""","""2""",4273
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""3 previous cesareans""","""3""",1069
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""4 or more previous cesareans""","""4""",290
NA,"""Pennsylvania""","""42""","""2019""","""2019""","""Unknown or Not Stated""","""99""",76
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""0 previous cesareans""","""0""",110638
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""1 previous cesareans""","""1""",14078
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""2 previous cesareans""","""2""",4453
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""3 previous cesareans""","""3""",1123
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""4 or more previous cesareans""","""4""",344
NA,"""Pennsylvania""","""42""","""2020""","""2020""","""Unknown or Not Stated""","""99""",57
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""0 previous cesareans""","""0""",111976
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""1 previous cesareans""","""1""",14434
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""2 previous cesareans""","""2""",4436
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""3 previous cesareans""","""3""",1097
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""4 or more previous cesareans""","""4""",336
NA,"""Pennsylvania""","""42""","""2021""","""2021""","""Unknown or Not Stated""","""99""",343
NA,"""Rhode Island""","""44""","""2016""","""2016""","""0 previous cesareans""","""0""",9098
NA,"""Rhode Island""","""44""","""2016""","""2016""","""1 previous cesareans""","""1""",1255
NA,"""Rhode Island""","""44""","""2016""","""2016""","""2 previous cesareans""","""2""",335
NA,"""Rhode Island""","""44""","""2016""","""2016""","""3 previous cesareans""","""3""",82
NA,"""Rhode Island""","""44""","""2016""","""2016""","""4 or more previous cesareans""","""4""",21
NA,"""Rhode Island""","""44""","""2017""","""2017""","""0 previous cesareans""","""0""",8995
NA,"""Rhode Island""","""44""","""2017""","""2017""","""1 previous cesareans""","""1""",1204
NA,"""Rhode Island""","""44""","""2017""","""2017""","""2 previous cesareans""","""2""",338
NA,"""Rhode Island""","""44""","""2017""","""2017""","""3 previous cesareans""","""3""",81
NA,"""Rhode Island""","""44""","""2017""","""2017""","""4 or more previous cesareans""","""4""",17
NA,"""Rhode Island""","""44""","""2018""","""2018""","""0 previous cesareans""","""0""",8850
NA,"""Rhode Island""","""44""","""2018""","""2018""","""1 previous cesareans""","""1""",1183
NA,"""Rhode Island""","""44""","""2018""","""2018""","""2 previous cesareans""","""2""",344
NA,"""Rhode Island""","""44""","""2018""","""2018""","""3 previous cesareans""","""3""",100
NA,"""Rhode Island""","""44""","""2018""","""2018""","""4 or more previous cesareans""","""4""",24
NA,"""Rhode Island""","""44""","""2019""","""2019""","""0 previous cesareans""","""0""",8592
NA,"""Rhode Island""","""44""","""2019""","""2019""","""1 previous cesareans""","""1""",1146
NA,"""Rhode Island""","""44""","""2019""","""2019""","""2 previous cesareans""","""2""",324
NA,"""Rhode Island""","""44""","""2019""","""2019""","""3 previous cesareans""","""3""",79
NA,"""Rhode Island""","""44""","""2019""","""2019""","""4 or more previous cesareans""","""4""",20
NA,"""Rhode Island""","""44""","""2019""","""2019""","""Unknown or Not Stated""","""99""",14
NA,"""Rhode Island""","""44""","""2020""","""2020""","""0 previous cesareans""","""0""",8503
NA,"""Rhode Island""","""44""","""2020""","""2020""","""1 previous cesareans""","""1""",1169
NA,"""Rhode Island""","""44""","""2020""","""2020""","""2 previous cesareans""","""2""",318
NA,"""Rhode Island""","""44""","""2020""","""2020""","""3 previous cesareans""","""3""",75
NA,"""Rhode Island""","""44""","""2020""","""2020""","""4 or more previous cesareans""","""4""",19
NA,"""Rhode Island""","""44""","""2020""","""2020""","""Unknown or Not Stated""","""99""",17
NA,"""Rhode Island""","""44""","""2021""","""2021""","""0 previous cesareans""","""0""",8824
NA,"""Rhode Island""","""44""","""2021""","""2021""","""1 previous cesareans""","""1""",1214
NA,"""Rhode Island""","""44""","""2021""","""2021""","""2 previous cesareans""","""2""",333
NA,"""Rhode Island""","""44""","""2021""","""2021""","""3 previous cesareans""","""3""",62
NA,"""Rhode Island""","""44""","""2021""","""2021""","""4 or more previous cesareans""","""4""",17
NA,"""Rhode Island""","""44""","""2021""","""2021""","""Unknown or Not Stated""","""99""",14
NA,"""South Carolina""","""45""","""2016""","""2016""","""0 previous cesareans""","""0""",47915
NA,"""South Carolina""","""45""","""2016""","""2016""","""1 previous cesareans""","""1""",6439
NA,"""South Carolina""","""45""","""2016""","""2016""","""2 previous cesareans""","""2""",2341
NA,"""South Carolina""","""45""","""2016""","""2016""","""3 previous cesareans""","""3""",513
NA,"""South Carolina""","""45""","""2016""","""2016""","""4 or more previous cesareans""","""4""",132
NA,"""South Carolina""","""45""","""2017""","""2017""","""0 previous cesareans""","""0""",47578
NA,"""South Carolina""","""45""","""2017""","""2017""","""1 previous cesareans""","""1""",6436
NA,"""South Carolina""","""45""","""2017""","""2017""","""2 previous cesareans""","""2""",2282
NA,"""South Carolina""","""45""","""2017""","""2017""","""3 previous cesareans""","""3""",574
NA,"""South Carolina""","""45""","""2017""","""2017""","""4 or more previous cesareans""","""4""",156
NA,"""South Carolina""","""45""","""2018""","""2018""","""0 previous cesareans""","""0""",47300
NA,"""South Carolina""","""45""","""2018""","""2018""","""1 previous cesareans""","""1""",6327
NA,"""South Carolina""","""45""","""2018""","""2018""","""2 previous cesareans""","""2""",2277
NA,"""South Carolina""","""45""","""2018""","""2018""","""3 previous cesareans""","""3""",601
NA,"""South Carolina""","""45""","""2018""","""2018""","""4 or more previous cesareans""","""4""",160
NA,"""South Carolina""","""45""","""2019""","""2019""","""0 previous cesareans""","""0""",47721
NA,"""South Carolina""","""45""","""2019""","""2019""","""1 previous cesareans""","""1""",6160
NA,"""South Carolina""","""45""","""2019""","""2019""","""2 previous cesareans""","""2""",2362
NA,"""South Carolina""","""45""","""2019""","""2019""","""3 previous cesareans""","""3""",625
NA,"""South Carolina""","""45""","""2019""","""2019""","""4 or more previous cesareans""","""4""",166
NA,"""South Carolina""","""45""","""2020""","""2020""","""0 previous cesareans""","""0""",46569
NA,"""South Carolina""","""45""","""2020""","""2020""","""1 previous cesareans""","""1""",6110
NA,"""South Carolina""","""45""","""2020""","""2020""","""2 previous cesareans""","""2""",2251
NA,"""South Carolina""","""45""","""2020""","""2020""","""3 previous cesareans""","""3""",574
NA,"""South Carolina""","""45""","""2020""","""2020""","""4 or more previous cesareans""","""4""",195
NA,"""South Carolina""","""45""","""2021""","""2021""","""0 previous cesareans""","""0""",48559
NA,"""South Carolina""","""45""","""2021""","""2021""","""1 previous cesareans""","""1""",5804
NA,"""South Carolina""","""45""","""2021""","""2021""","""2 previous cesareans""","""2""",2065
NA,"""South Carolina""","""45""","""2021""","""2021""","""3 previous cesareans""","""3""",556
NA,"""South Carolina""","""45""","""2021""","""2021""","""4 or more previous cesareans""","""4""",133
NA,"""South Carolina""","""45""","""2021""","""2021""","""Unknown or Not Stated""","""99""",68
NA,"""South Dakota""","""46""","""2016""","""2016""","""0 previous cesareans""","""0""",10534
NA,"""South Dakota""","""46""","""2016""","""2016""","""1 previous cesareans""","""1""",1133
NA,"""South Dakota""","""46""","""2016""","""2016""","""2 previous cesareans""","""2""",429
NA,"""South Dakota""","""46""","""2016""","""2016""","""3 previous cesareans""","""3""",140
NA,"""South Dakota""","""46""","""2016""","""2016""","""4 or more previous cesareans""","""4""",37
NA,"""South Dakota""","""46""","""2017""","""2017""","""0 previous cesareans""","""0""",10450
NA,"""South Dakota""","""46""","""2017""","""2017""","""1 previous cesareans""","""1""",1072
NA,"""South Dakota""","""46""","""2017""","""2017""","""2 previous cesareans""","""2""",386
NA,"""South Dakota""","""46""","""2017""","""2017""","""3 previous cesareans""","""3""",167
NA,"""South Dakota""","""46""","""2017""","""2017""","""4 or more previous cesareans""","""4""",55
NA,"""South Dakota""","""46""","""2018""","""2018""","""0 previous cesareans""","""0""",10204
NA,"""South Dakota""","""46""","""2018""","""2018""","""1 previous cesareans""","""1""",1076
NA,"""South Dakota""","""46""","""2018""","""2018""","""2 previous cesareans""","""2""",407
NA,"""South Dakota""","""46""","""2018""","""2018""","""3 previous cesareans""","""3""",143
NA,"""South Dakota""","""46""","""2018""","""2018""","""4 or more previous cesareans""","""4""",50
NA,"""South Dakota""","""46""","""2018""","""2018""","""Unknown or Not Stated""","""99""",13
NA,"""South Dakota""","""46""","""2019""","""2019""","""0 previous cesareans""","""0""",9867
NA,"""South Dakota""","""46""","""2019""","""2019""","""1 previous cesareans""","""1""",1015
NA,"""South Dakota""","""46""","""2019""","""2019""","""2 previous cesareans""","""2""",373
NA,"""South Dakota""","""46""","""2019""","""2019""","""3 previous cesareans""","""3""",119
NA,"""South Dakota""","""46""","""2019""","""2019""","""4 or more previous cesareans""","""4""",70
NA,"""South Dakota""","""46""","""2020""","""2020""","""0 previous cesareans""","""0""",9469
NA,"""South Dakota""","""46""","""2020""","""2020""","""1 previous cesareans""","""1""",964
NA,"""South Dakota""","""46""","""2020""","""2020""","""2 previous cesareans""","""2""",340
NA,"""South Dakota""","""46""","""2020""","""2020""","""3 previous cesareans""","""3""",128
NA,"""South Dakota""","""46""","""2020""","""2020""","""4 or more previous cesareans""","""4""",50
NA,"""South Dakota""","""46""","""2021""","""2021""","""0 previous cesareans""","""0""",9868
NA,"""South Dakota""","""46""","""2021""","""2021""","""1 previous cesareans""","""1""",976
NA,"""South Dakota""","""46""","""2021""","""2021""","""2 previous cesareans""","""2""",345
NA,"""South Dakota""","""46""","""2021""","""2021""","""3 previous cesareans""","""3""",121
NA,"""South Dakota""","""46""","""2021""","""2021""","""4 or more previous cesareans""","""4""",54
NA,"""Tennessee""","""47""","""2016""","""2016""","""0 previous cesareans""","""0""",69160
NA,"""Tennessee""","""47""","""2016""","""2016""","""1 previous cesareans""","""1""",7831
NA,"""Tennessee""","""47""","""2016""","""2016""","""2 previous cesareans""","""2""",2627
NA,"""Tennessee""","""47""","""2016""","""2016""","""3 previous cesareans""","""3""",700
NA,"""Tennessee""","""47""","""2016""","""2016""","""4 or more previous cesareans""","""4""",175
NA,"""Tennessee""","""47""","""2016""","""2016""","""Unknown or Not Stated""","""99""",314
NA,"""Tennessee""","""47""","""2017""","""2017""","""0 previous cesareans""","""0""",69433
NA,"""Tennessee""","""47""","""2017""","""2017""","""1 previous cesareans""","""1""",7684
NA,"""Tennessee""","""47""","""2017""","""2017""","""2 previous cesareans""","""2""",2598
NA,"""Tennessee""","""47""","""2017""","""2017""","""3 previous cesareans""","""3""",704
NA,"""Tennessee""","""47""","""2017""","""2017""","""4 or more previous cesareans""","""4""",190
NA,"""Tennessee""","""47""","""2017""","""2017""","""Unknown or Not Stated""","""99""",407
NA,"""Tennessee""","""47""","""2018""","""2018""","""0 previous cesareans""","""0""",68504
NA,"""Tennessee""","""47""","""2018""","""2018""","""1 previous cesareans""","""1""",8235
NA,"""Tennessee""","""47""","""2018""","""2018""","""2 previous cesareans""","""2""",2874
NA,"""Tennessee""","""47""","""2018""","""2018""","""3 previous cesareans""","""3""",708
NA,"""Tennessee""","""47""","""2018""","""2018""","""4 or more previous cesareans""","""4""",198
NA,"""Tennessee""","""47""","""2018""","""2018""","""Unknown or Not Stated""","""99""",232
NA,"""Tennessee""","""47""","""2019""","""2019""","""0 previous cesareans""","""0""",68026
NA,"""Tennessee""","""47""","""2019""","""2019""","""1 previous cesareans""","""1""",8330
NA,"""Tennessee""","""47""","""2019""","""2019""","""2 previous cesareans""","""2""",2991
NA,"""Tennessee""","""47""","""2019""","""2019""","""3 previous cesareans""","""3""",838
NA,"""Tennessee""","""47""","""2019""","""2019""","""4 or more previous cesareans""","""4""",216
NA,"""Tennessee""","""47""","""2019""","""2019""","""Unknown or Not Stated""","""99""",49
NA,"""Tennessee""","""47""","""2020""","""2020""","""0 previous cesareans""","""0""",66551
NA,"""Tennessee""","""47""","""2020""","""2020""","""1 previous cesareans""","""1""",8257
NA,"""Tennessee""","""47""","""2020""","""2020""","""2 previous cesareans""","""2""",2837
NA,"""Tennessee""","""47""","""2020""","""2020""","""3 previous cesareans""","""3""",807
NA,"""Tennessee""","""47""","""2020""","""2020""","""4 or more previous cesareans""","""4""",229
NA,"""Tennessee""","""47""","""2021""","""2021""","""0 previous cesareans""","""0""",69246
NA,"""Tennessee""","""47""","""2021""","""2021""","""1 previous cesareans""","""1""",8503
NA,"""Tennessee""","""47""","""2021""","""2021""","""2 previous cesareans""","""2""",2918
NA,"""Tennessee""","""47""","""2021""","""2021""","""3 previous cesareans""","""3""",824
NA,"""Tennessee""","""47""","""2021""","""2021""","""4 or more previous cesareans""","""4""",217
NA,"""Texas""","""48""","""2016""","""2016""","""0 previous cesareans""","""0""",333756
NA,"""Texas""","""48""","""2016""","""2016""","""1 previous cesareans""","""1""",41628
NA,"""Texas""","""48""","""2016""","""2016""","""2 previous cesareans""","""2""",16471
NA,"""Texas""","""48""","""2016""","""2016""","""3 previous cesareans""","""3""",4847
NA,"""Texas""","""48""","""2016""","""2016""","""4 or more previous cesareans""","""4""",1265
NA,"""Texas""","""48""","""2016""","""2016""","""Unknown or Not Stated""","""99""",80
NA,"""Texas""","""48""","""2017""","""2017""","""0 previous cesareans""","""0""",317700
NA,"""Texas""","""48""","""2017""","""2017""","""1 previous cesareans""","""1""",41542
NA,"""Texas""","""48""","""2017""","""2017""","""2 previous cesareans""","""2""",16670
NA,"""Texas""","""48""","""2017""","""2017""","""3 previous cesareans""","""3""",4841
NA,"""Texas""","""48""","""2017""","""2017""","""4 or more previous cesareans""","""4""",1274
NA,"""Texas""","""48""","""2017""","""2017""","""Unknown or Not Stated""","""99""",23
NA,"""Texas""","""48""","""2018""","""2018""","""0 previous cesareans""","""0""",313927
NA,"""Texas""","""48""","""2018""","""2018""","""1 previous cesareans""","""1""",41324
NA,"""Texas""","""48""","""2018""","""2018""","""2 previous cesareans""","""2""",16905
NA,"""Texas""","""48""","""2018""","""2018""","""3 previous cesareans""","""3""",5037
NA,"""Texas""","""48""","""2018""","""2018""","""4 or more previous cesareans""","""4""",1378
NA,"""Texas""","""48""","""2018""","""2018""","""Unknown or Not Stated""","""99""",53
NA,"""Texas""","""48""","""2019""","""2019""","""0 previous cesareans""","""0""",317497
NA,"""Texas""","""48""","""2019""","""2019""","""1 previous cesareans""","""1""",38286
NA,"""Texas""","""48""","""2019""","""2019""","""2 previous cesareans""","""2""",15522
NA,"""Texas""","""48""","""2019""","""2019""","""3 previous cesareans""","""3""",4563
NA,"""Texas""","""48""","""2019""","""2019""","""4 or more previous cesareans""","""4""",1318
NA,"""Texas""","""48""","""2019""","""2019""","""Unknown or Not Stated""","""99""",413
NA,"""Texas""","""48""","""2020""","""2020""","""0 previous cesareans""","""0""",308028
NA,"""Texas""","""48""","""2020""","""2020""","""1 previous cesareans""","""1""",38147
NA,"""Texas""","""48""","""2020""","""2020""","""2 previous cesareans""","""2""",15427
NA,"""Texas""","""48""","""2020""","""2020""","""3 previous cesareans""","""3""",4699
NA,"""Texas""","""48""","""2020""","""2020""","""4 or more previous cesareans""","""4""",1392
NA,"""Texas""","""48""","""2020""","""2020""","""Unknown or Not Stated""","""99""",497
NA,"""Texas""","""48""","""2021""","""2021""","""0 previous cesareans""","""0""",313352
NA,"""Texas""","""48""","""2021""","""2021""","""1 previous cesareans""","""1""",38339
NA,"""Texas""","""48""","""2021""","""2021""","""2 previous cesareans""","""2""",15114
NA,"""Texas""","""48""","""2021""","""2021""","""3 previous cesareans""","""3""",4796
NA,"""Texas""","""48""","""2021""","""2021""","""4 or more previous cesareans""","""4""",1434
NA,"""Texas""","""48""","""2021""","""2021""","""Unknown or Not Stated""","""99""",559
NA,"""Utah""","""49""","""2016""","""2016""","""0 previous cesareans""","""0""",43450
NA,"""Utah""","""49""","""2016""","""2016""","""1 previous cesareans""","""1""",4440
NA,"""Utah""","""49""","""2016""","""2016""","""2 previous cesareans""","""2""",1710
NA,"""Utah""","""49""","""2016""","""2016""","""3 previous cesareans""","""3""",668
NA,"""Utah""","""49""","""2016""","""2016""","""4 or more previous cesareans""","""4""",196
NA,"""Utah""","""49""","""2017""","""2017""","""0 previous cesareans""","""0""",41815
NA,"""Utah""","""49""","""2017""","""2017""","""1 previous cesareans""","""1""",4375
NA,"""Utah""","""49""","""2017""","""2017""","""2 previous cesareans""","""2""",1574
NA,"""Utah""","""49""","""2017""","""2017""","""3 previous cesareans""","""3""",603
NA,"""Utah""","""49""","""2017""","""2017""","""4 or more previous cesareans""","""4""",217
NA,"""Utah""","""49""","""2018""","""2018""","""0 previous cesareans""","""0""",40818
NA,"""Utah""","""49""","""2018""","""2018""","""1 previous cesareans""","""1""",4091
NA,"""Utah""","""49""","""2018""","""2018""","""2 previous cesareans""","""2""",1499
NA,"""Utah""","""49""","""2018""","""2018""","""3 previous cesareans""","""3""",626
NA,"""Utah""","""49""","""2018""","""2018""","""4 or more previous cesareans""","""4""",174
NA,"""Utah""","""49""","""2019""","""2019""","""0 previous cesareans""","""0""",40393
NA,"""Utah""","""49""","""2019""","""2019""","""1 previous cesareans""","""1""",4175
NA,"""Utah""","""49""","""2019""","""2019""","""2 previous cesareans""","""2""",1499
NA,"""Utah""","""49""","""2019""","""2019""","""3 previous cesareans""","""3""",573
NA,"""Utah""","""49""","""2019""","""2019""","""4 or more previous cesareans""","""4""",186
NA,"""Utah""","""49""","""2020""","""2020""","""0 previous cesareans""","""0""",39430
NA,"""Utah""","""49""","""2020""","""2020""","""1 previous cesareans""","""1""",4237
NA,"""Utah""","""49""","""2020""","""2020""","""2 previous cesareans""","""2""",1360
NA,"""Utah""","""49""","""2020""","""2020""","""3 previous cesareans""","""3""",524
NA,"""Utah""","""49""","""2020""","""2020""","""4 or more previous cesareans""","""4""",151
NA,"""Utah""","""49""","""2021""","""2021""","""0 previous cesareans""","""0""",40400
NA,"""Utah""","""49""","""2021""","""2021""","""1 previous cesareans""","""1""",4334
NA,"""Utah""","""49""","""2021""","""2021""","""2 previous cesareans""","""2""",1354
NA,"""Utah""","""49""","""2021""","""2021""","""3 previous cesareans""","""3""",490
NA,"""Utah""","""49""","""2021""","""2021""","""4 or more previous cesareans""","""4""",134
NA,"""Vermont""","""50""","""2016""","""2016""","""0 previous cesareans""","""0""",5009
NA,"""Vermont""","""50""","""2016""","""2016""","""1 previous cesareans""","""1""",570
NA,"""Vermont""","""50""","""2016""","""2016""","""2 previous cesareans""","""2""",150
NA,"""Vermont""","""50""","""2016""","""2016""","""3 previous cesareans""","""3""",22
NA,"""Vermont""","""50""","""2017""","""2017""","""0 previous cesareans""","""0""",4956
NA,"""Vermont""","""50""","""2017""","""2017""","""1 previous cesareans""","""1""",540
NA,"""Vermont""","""50""","""2017""","""2017""","""2 previous cesareans""","""2""",121
NA,"""Vermont""","""50""","""2017""","""2017""","""3 previous cesareans""","""3""",30
NA,"""Vermont""","""50""","""2018""","""2018""","""0 previous cesareans""","""0""",4729
NA,"""Vermont""","""50""","""2018""","""2018""","""1 previous cesareans""","""1""",543
NA,"""Vermont""","""50""","""2018""","""2018""","""2 previous cesareans""","""2""",127
NA,"""Vermont""","""50""","""2018""","""2018""","""3 previous cesareans""","""3""",22
NA,"""Vermont""","""50""","""2019""","""2019""","""0 previous cesareans""","""0""",4649
NA,"""Vermont""","""50""","""2019""","""2019""","""1 previous cesareans""","""1""",561
NA,"""Vermont""","""50""","""2019""","""2019""","""2 previous cesareans""","""2""",120
NA,"""Vermont""","""50""","""2019""","""2019""","""3 previous cesareans""","""3""",23
NA,"""Vermont""","""50""","""2020""","""2020""","""0 previous cesareans""","""0""",4476
NA,"""Vermont""","""50""","""2020""","""2020""","""1 previous cesareans""","""1""",495
NA,"""Vermont""","""50""","""2020""","""2020""","""2 previous cesareans""","""2""",128
NA,"""Vermont""","""50""","""2020""","""2020""","""3 previous cesareans""","""3""",23
NA,"""Vermont""","""50""","""2020""","""2020""","""4 or more previous cesareans""","""4""",10
NA,"""Vermont""","""50""","""2021""","""2021""","""0 previous cesareans""","""0""",4692
NA,"""Vermont""","""50""","""2021""","""2021""","""1 previous cesareans""","""1""",539
NA,"""Vermont""","""50""","""2021""","""2021""","""2 previous cesareans""","""2""",118
NA,"""Vermont""","""50""","""2021""","""2021""","""3 previous cesareans""","""3""",26
NA,"""Virginia""","""51""","""2016""","""2016""","""0 previous cesareans""","""0""",84966
NA,"""Virginia""","""51""","""2016""","""2016""","""1 previous cesareans""","""1""",12665
NA,"""Virginia""","""51""","""2016""","""2016""","""2 previous cesareans""","""2""",3672
NA,"""Virginia""","""51""","""2016""","""2016""","""3 previous cesareans""","""3""",934
NA,"""Virginia""","""51""","""2016""","""2016""","""4 or more previous cesareans""","""4""",208
NA,"""Virginia""","""51""","""2016""","""2016""","""Unknown or Not Stated""","""99""",15
NA,"""Virginia""","""51""","""2017""","""2017""","""0 previous cesareans""","""0""",83278
NA,"""Virginia""","""51""","""2017""","""2017""","""1 previous cesareans""","""1""",12317
NA,"""Virginia""","""51""","""2017""","""2017""","""2 previous cesareans""","""2""",3643
NA,"""Virginia""","""51""","""2017""","""2017""","""3 previous cesareans""","""3""",924
NA,"""Virginia""","""51""","""2017""","""2017""","""4 or more previous cesareans""","""4""",219
NA,"""Virginia""","""51""","""2017""","""2017""","""Unknown or Not Stated""","""99""",10
NA,"""Virginia""","""51""","""2018""","""2018""","""0 previous cesareans""","""0""",82365
NA,"""Virginia""","""51""","""2018""","""2018""","""1 previous cesareans""","""1""",12448
NA,"""Virginia""","""51""","""2018""","""2018""","""2 previous cesareans""","""2""",3882
NA,"""Virginia""","""51""","""2018""","""2018""","""3 previous cesareans""","""3""",908
NA,"""Virginia""","""51""","""2018""","""2018""","""4 or more previous cesareans""","""4""",239
NA,"""Virginia""","""51""","""2019""","""2019""","""0 previous cesareans""","""0""",80731
NA,"""Virginia""","""51""","""2019""","""2019""","""1 previous cesareans""","""1""",11937
NA,"""Virginia""","""51""","""2019""","""2019""","""2 previous cesareans""","""2""",3618
NA,"""Virginia""","""51""","""2019""","""2019""","""3 previous cesareans""","""3""",921
NA,"""Virginia""","""51""","""2019""","""2019""","""4 or more previous cesareans""","""4""",212
NA,"""Virginia""","""51""","""2019""","""2019""","""Unknown or Not Stated""","""99""",10
NA,"""Virginia""","""51""","""2020""","""2020""","""0 previous cesareans""","""0""",78368
NA,"""Virginia""","""51""","""2020""","""2020""","""1 previous cesareans""","""1""",11665
NA,"""Virginia""","""51""","""2020""","""2020""","""2 previous cesareans""","""2""",3575
NA,"""Virginia""","""51""","""2020""","""2020""","""3 previous cesareans""","""3""",923
NA,"""Virginia""","""51""","""2020""","""2020""","""4 or more previous cesareans""","""4""",206
NA,"""Virginia""","""51""","""2020""","""2020""","""Unknown or Not Stated""","""99""",12
NA,"""Virginia""","""51""","""2021""","""2021""","""0 previous cesareans""","""0""",79524
NA,"""Virginia""","""51""","""2021""","""2021""","""1 previous cesareans""","""1""",11650
NA,"""Virginia""","""51""","""2021""","""2021""","""2 previous cesareans""","""2""",3421
NA,"""Virginia""","""51""","""2021""","""2021""","""3 previous cesareans""","""3""",971
NA,"""Virginia""","""51""","""2021""","""2021""","""4 or more previous cesareans""","""4""",239
NA,"""Virginia""","""51""","""2021""","""2021""","""Unknown or Not Stated""","""99""",20
NA,"""Washington""","""53""","""2016""","""2016""","""0 previous cesareans""","""0""",77651
NA,"""Washington""","""53""","""2016""","""2016""","""1 previous cesareans""","""1""",8847
NA,"""Washington""","""53""","""2016""","""2016""","""2 previous cesareans""","""2""",2576
NA,"""Washington""","""53""","""2016""","""2016""","""3 previous cesareans""","""3""",742
NA,"""Washington""","""53""","""2016""","""2016""","""4 or more previous cesareans""","""4""",210
NA,"""Washington""","""53""","""2016""","""2016""","""Unknown or Not Stated""","""99""",479
NA,"""Washington""","""53""","""2017""","""2017""","""0 previous cesareans""","""0""",75177
NA,"""Washington""","""53""","""2017""","""2017""","""1 previous cesareans""","""1""",8616
NA,"""Washington""","""53""","""2017""","""2017""","""2 previous cesareans""","""2""",2395
NA,"""Washington""","""53""","""2017""","""2017""","""3 previous cesareans""","""3""",699
NA,"""Washington""","""53""","""2017""","""2017""","""4 or more previous cesareans""","""4""",213
NA,"""Washington""","""53""","""2017""","""2017""","""Unknown or Not Stated""","""99""",462
NA,"""Washington""","""53""","""2018""","""2018""","""0 previous cesareans""","""0""",74137
NA,"""Washington""","""53""","""2018""","""2018""","""1 previous cesareans""","""1""",8557
NA,"""Washington""","""53""","""2018""","""2018""","""2 previous cesareans""","""2""",2412
NA,"""Washington""","""53""","""2018""","""2018""","""3 previous cesareans""","""3""",686
NA,"""Washington""","""53""","""2018""","""2018""","""4 or more previous cesareans""","""4""",190
NA,"""Washington""","""53""","""2018""","""2018""","""Unknown or Not Stated""","""99""",103
NA,"""Washington""","""53""","""2019""","""2019""","""0 previous cesareans""","""0""",72911
NA,"""Washington""","""53""","""2019""","""2019""","""1 previous cesareans""","""1""",8501
NA,"""Washington""","""53""","""2019""","""2019""","""2 previous cesareans""","""2""",2428
NA,"""Washington""","""53""","""2019""","""2019""","""3 previous cesareans""","""3""",679
NA,"""Washington""","""53""","""2019""","""2019""","""4 or more previous cesareans""","""4""",198
NA,"""Washington""","""53""","""2019""","""2019""","""Unknown or Not Stated""","""99""",178
NA,"""Washington""","""53""","""2020""","""2020""","""0 previous cesareans""","""0""",71211
